order_id,order_date,ship_date,customer_id,product_id,quantity,sales,discount,profit,category,sub_category,unit_cost,list_price,customer_name,segment,region,order_month,profit_margin_pct,shipping_days
NM202404313709,2024-04-25,2024-04-26,CU0213,PR503,6,929.34,0.0,340.8,Technology,Phones,98.09,154.89,Drew Wood,Consumer,South,2024-04,36.671186002969854,1
NM202404515343,2024-04-26,2024-04-26,CU0028,PR520,2,16.83,0.15,6.41,Office Supplies,Paper,5.21,9.9,Alex Roy,Consumer,East,2024-04,38.086749851455735,0
NM202404885448,2024-04-14,2024-04-14,CU0034,PR512,1,278.78,0.6,-228.78,Furniture,Tables,507.56,696.95,Quinn Bell,Corporate,East,2024-04,-82.06471052442788,0
NM202404955138,2024-04-01,2024-04-07,CU0015,PR512,3,2090.85,0.0,568.17,Furniture,Tables,507.56,696.95,Sam Wood,Consumer,East,2024-04,27.174115790228853,6
NM202404297242,2024-04-05,2024-04-06,CU0036,PR501,4,2912.17,0.3,58.53,Technology,Phones,713.41,1040.06,Casey Fox,Corporate,Central,2024-04,2.0098414584313415,1
NM202404152510,2024-04-24,2024-04-29,CU0228,PR519,4,38.28,0.15,9.52,Office Supplies,Paper,7.19,11.26,Taylor Ray,Corporate,West,2024-04,24.869383490073144,5
NM202404435589,2024-04-23,2024-04-24,CU0106,PR501,7,4368.25,0.4,-625.62,Technology,Phones,713.41,1040.06,Drew Hunt,Consumer,Central,2024-04,-14.32198248726607,1
NM202404266435,2024-04-14,2024-04-21,CU0031,PR521,3,119.52,0.2,5.58,Office Supplies,Storage,37.98,49.8,Jordan Dean,Consumer,South,2024-04,4.668674698795181,7
NM202404989803,2024-04-15,2024-04-20,CU0194,PR513,1,254.04,0.0,58.01,Furniture,Tables,196.03,254.04,Casey Bell,Consumer,West,2024-04,22.8349866162809,5
NM202404367479,2024-04-12,2024-04-15,CU0059,PR507,5,192.1,0.1,92.85,Technology,Machines,19.85,42.69,Sam Wood,Consumer,South,2024-04,48.33420093701197,3
NM202404426145,2024-04-08,2024-04-13,CU0132,PR513,3,685.91,0.1,97.82,Furniture,Tables,196.03,254.04,Sam Hunt,Corporate,Central,2024-04,14.26134624076045,5
NM202404141377,2024-04-17,2024-04-19,CU0229,PR520,1,8.42,0.15,3.21,Office Supplies,Paper,5.21,9.9,Drew Bell,Corporate,Central,2024-04,38.12351543942993,2
NM202404694857,2024-04-21,2024-04-28,CU0137,PR523,3,107.16,0.3,-8.79,Office Supplies,Art,38.65,51.03,Jordan Roy,Consumer,South,2024-04,-8.2026875699888,7
NM202404375386,2024-04-24,2024-04-29,CU0188,PR519,1,9.57,0.15,2.38,Office Supplies,Paper,7.19,11.26,Quinn Lee,Home Office,South,2024-04,24.869383490073144,5
NM202404841791,2024-04-27,2024-05-04,CU0061,PR503,1,154.89,0.0,56.8,Technology,Phones,98.09,154.89,Jamie Cruz,Consumer,West,2024-04,36.671186002969854,7
NM202404372396,2024-04-30,2024-05-07,CU0083,PR508,3,688.35,0.0,333.63000000000005,Technology,Machines,118.24,229.45,Taylor Wood,Consumer,Central,2024-04,48.46807583351493,7
NM202404128328,2024-04-23,2024-04-23,CU0039,PR520,5,34.65,0.3,8.6,Office Supplies,Paper,5.21,9.9,Quinn Roy,Consumer,East,2024-04,24.81962481962482,0
NM202404185455,2024-04-11,2024-04-12,CU0087,PR501,5,4680.27,0.1,1113.22,Technology,Phones,713.41,1040.06,Sam Roy,Corporate,South,2024-04,23.785379903296175,1
NM202404267123,2024-04-16,2024-04-23,CU0158,PR514,3,715.42,0.0,235.33,Furniture,Bookcases,160.03,264.97,Jordan Hunt,Home Office,South,2024-04,32.89396438455733,7
NM202404438456,2024-04-12,2024-04-15,CU0085,PR510,8,1358.78,0.0,24.3,Furniture,Chairs,166.81,242.64,Riley Ray,Corporate,West,2024-04,1.7883689780538428,3
NM202404834987,2024-04-07,2024-04-07,CU0025,PR511,7,582.17,0.3,143.48,Furniture,Chairs,62.67,118.81,Jordan Fox,Consumer,West,2024-04,24.645722039953966,0
NM202404428430,2024-04-07,2024-04-10,CU0123,PR511,5,356.43,0.4,43.08,Furniture,Chairs,62.67,118.81,Sam Dean,Home Office,Central,2024-04,12.086524703307802,3
NM202404930697,2024-04-20,2024-04-20,CU0188,PR510,6,1310.26,0.1,309.4,Furniture,Chairs,166.81,242.64,Quinn Lee,Home Office,South,2024-04,23.613633935249492,0
NM202404959863,2024-04-15,2024-04-22,CU0066,PR523,1,45.93,0.1,7.28,Office Supplies,Art,38.65,51.03,Morgan Cruz,Home Office,West,2024-04,15.850206836490313,7
NM202404725505,2024-04-22,2024-04-25,CU0121,PR507,1,36.29,0.15,16.44,Technology,Machines,19.85,42.69,Sam Dean,Consumer,West,2024-04,45.30173601543125,3
NM202404956725,2024-04-25,2024-04-27,CU0214,PR513,5,1016.16,0.2,36.01,Furniture,Tables,196.03,254.04,Quinn Dean,Home Office,Central,2024-04,3.543733270351126,2
NM202404962370,2024-04-21,2024-04-23,CU0186,PR514,3,675.67,0.15,195.58,Furniture,Bookcases,160.03,264.97,Taylor Dean,Consumer,East,2024-04,28.946083147098438,2
NM202404624367,2024-04-15,2024-04-17,CU0134,PR522,5,208.45,0.0,98.35,Office Supplies,Storage,22.02,41.69,Morgan Fox,Home Office,Central,2024-04,47.18157831614296,2
NM202404647630,2024-04-28,2024-04-29,CU0084,PR514,8,1483.83,0.3,203.59,Furniture,Bookcases,160.03,264.97,Morgan Hunt,Corporate,South,2024-04,13.720574459338335,1
NM202404620341,2024-04-09,2024-04-12,CU0216,PR506,2,1307.6,0.0,651.04,Technology,Accessories,328.28,653.8,Alex Shah,Corporate,South,2024-04,49.788926277148974,3
NM202404564748,2024-04-04,2024-04-08,CU0086,PR520,8,67.32,0.15,25.64,Office Supplies,Paper,5.21,9.9,Taylor Lee,Corporate,East,2024-04,38.086749851455735,4
NM202404919767,2024-04-11,2024-04-14,CU0167,PR502,3,761.28,0.2,273.96,Technology,Phones,162.44,317.2,Quinn Cruz,Consumer,South,2024-04,35.986759142496844,3
NM202404470626,2024-04-12,2024-04-16,CU0092,PR511,2,201.98,0.15,76.64,Furniture,Chairs,62.67,118.81,Casey Fox,Home Office,South,2024-04,37.94435092583424,4
NM202404565186,2024-04-24,2024-04-25,CU0107,PR502,7,1887.34,0.15,750.26,Technology,Phones,162.44,317.2,Taylor Lee,Corporate,South,2024-04,39.752243898820566,1
NM202404332089,2024-04-19,2024-04-23,CU0104,PR505,4,776.96,0.0,326.88,Technology,Accessories,112.52,194.24,Riley Wood,Home Office,East,2024-04,42.07166392092257,4
NM202404727033,2024-04-03,2024-04-09,CU0185,PR509,5,2815.5,0.15,1134.45,Technology,Machines,336.21,662.47,Sam Shah,Consumer,East,2024-04,40.29302077783697,6
NM202404722170,2024-04-14,2024-04-17,CU0218,PR508,8,1652.04,0.1,706.12,Technology,Machines,118.24,229.45,Taylor Ray,Corporate,East,2024-04,42.74230648168325,3
NM202404810334,2024-04-23,2024-04-29,CU0103,PR522,4,166.76,0.0,78.68,Office Supplies,Storage,22.02,41.69,Quinn Bell,Consumer,South,2024-04,47.18157831614297,6
NM202404496592,2024-04-22,2024-04-29,CU0046,PR510,6,873.5,0.4,-127.36,Furniture,Chairs,166.81,242.64,Morgan Bell,Corporate,South,2024-04,-14.580423583285631,7
NM202404227598,2024-04-27,2024-05-01,CU0103,PR518,6,405.9,0.0,201.9,Office Supplies,Paper,34.0,67.65,Quinn Bell,Consumer,South,2024-04,49.74131559497413,4
NM202404193926,2024-04-21,2024-04-22,CU0051,PR502,8,2283.84,0.1,984.32,Technology,Phones,162.44,317.2,Drew Ray,Consumer,South,2024-04,43.0993414599972,1
NM202404263852,2024-04-27,2024-04-28,CU0228,PR523,6,306.18,0.0,74.28,Office Supplies,Art,38.65,51.03,Taylor Ray,Corporate,West,2024-04,24.260239075053892,1
NM202404848595,2024-04-06,2024-04-09,CU0062,PR501,1,1040.06,0.0,326.65,Technology,Phones,713.41,1040.06,Morgan Dean,Consumer,Central,2024-04,31.40684191296656,3
NM202404775582,2024-04-28,2024-04-30,CU0036,PR513,3,762.12,0.0,174.03,Furniture,Tables,196.03,254.04,Casey Fox,Corporate,Central,2024-04,22.8349866162809,2
NM202404562758,2024-04-15,2024-04-17,CU0158,PR521,6,298.8,0.0,70.92,Office Supplies,Storage,37.98,49.8,Jordan Hunt,Home Office,South,2024-04,23.734939759036145,2
NM202404555147,2024-04-05,2024-04-07,CU0208,PR509,4,2649.88,0.0,1305.04,Technology,Machines,336.21,662.47,Morgan Ray,Corporate,West,2024-04,49.24902259724968,2
NM202404275688,2024-04-20,2024-04-24,CU0090,PR524,2,169.02,0.0,37.14,Office Supplies,Art,65.94,84.51,Riley Bell,Consumer,South,2024-04,21.973730919417818,4
NM202404114675,2024-04-05,2024-04-12,CU0210,PR519,8,81.07,0.1,23.55,Office Supplies,Paper,7.19,11.26,Morgan Bell,Corporate,East,2024-04,29.048970025903543,7
NM202404250399,2024-04-09,2024-04-13,CU0062,PR502,4,1268.8,0.0,619.04,Technology,Phones,162.44,317.2,Morgan Dean,Consumer,Central,2024-04,48.78940731399748,4
NM202404196240,2024-04-14,2024-04-14,CU0116,PR504,2,1455.84,0.0,602.66,Technology,Accessories,426.59,727.92,Jamie Wood,Home Office,East,2024-04,41.39603253104737,0
NM202404113521,2024-04-20,2024-04-24,CU0123,PR523,7,214.33,0.4,-56.22,Office Supplies,Art,38.65,51.03,Sam Dean,Home Office,Central,2024-04,-26.230579013670507,4
NM202404444788,2024-04-18,2024-04-18,CU0126,PR513,3,762.12,0.0,174.03,Furniture,Tables,196.03,254.04,Quinn Cruz,Consumer,South,2024-04,22.8349866162809,0
NM202404411798,2024-04-05,2024-04-09,CU0159,PR524,8,676.08,0.0,148.56,Office Supplies,Art,65.94,84.51,Morgan Fox,Home Office,Central,2024-04,21.973730919417818,4
NM202404181524,2024-04-04,2024-04-05,CU0059,PR520,2,13.86,0.3,3.44,Office Supplies,Paper,5.21,9.9,Sam Wood,Consumer,South,2024-04,24.81962481962482,1
NM202404427163,2024-04-13,2024-04-14,CU0234,PR501,3,2652.15,0.15,511.92,Technology,Phones,713.41,1040.06,Jamie Ray,Consumer,West,2024-04,19.3020756744528,1
NM202404255131,2024-04-11,2024-04-16,CU0098,PR520,5,44.55,0.1,18.5,Office Supplies,Paper,5.21,9.9,Sam Cruz,Home Office,Central,2024-04,41.5263748597082,5
NM202404955476,2024-04-03,2024-04-06,CU0197,PR516,4,34.7,0.1,15.18,Office Supplies,Binders,4.88,9.64,Casey Fox,Corporate,West,2024-04,43.74639769452449,3
NM202404380108,2024-04-21,2024-04-23,CU0123,PR515,1,572.31,0.0,255.53,Furniture,Bookcases,316.78,572.31,Sam Dean,Home Office,Central,2024-04,44.64887910398211,2
NM202404230485,2024-04-24,2024-04-28,CU0020,PR515,8,2747.09,0.4,212.85,Furniture,Bookcases,316.78,572.31,Drew Ray,Corporate,Central,2024-04,7.748199003308956,4
NM202404580633,2024-04-27,2024-05-03,CU0082,PR518,4,270.6,0.0,134.6,Office Supplies,Paper,34.0,67.65,Casey Ray,Consumer,East,2024-04,49.741315594974125,6
NM202404330766,2024-04-08,2024-04-09,CU0176,PR515,8,1831.39,0.6,-702.85,Furniture,Bookcases,316.78,572.31,Taylor Roy,Consumer,East,2024-04,-38.37795335783203,1
NM202404945025,2024-04-22,2024-04-29,CU0010,PR523,3,91.85,0.4,-24.1,Office Supplies,Art,38.65,51.03,Jordan Shah,Consumer,East,2024-04,-26.238432226456183,7
NM202404691028,2024-04-26,2024-04-28,CU0104,PR519,5,39.41,0.3,3.46,Office Supplies,Paper,7.19,11.26,Riley Wood,Home Office,East,2024-04,8.779497589444304,2
NM202404662219,2024-04-01,2024-04-06,CU0132,PR511,7,706.92,0.15,268.23,Furniture,Chairs,62.67,118.81,Sam Hunt,Corporate,Central,2024-04,37.94347309455102,5
NM202404339786,2024-04-28,2024-05-04,CU0153,PR524,7,502.83,0.0,41.25,Office Supplies,Art,65.94,84.51,Casey Wood,Consumer,South,2024-04,8.203567806216814,6
NM202404579859,2024-04-18,2024-04-23,CU0032,PR511,8,760.38,0.2,259.02,Furniture,Chairs,62.67,118.81,Jamie Cruz,Consumer,Central,2024-04,34.064546674031405,5
NM202404818951,2024-04-10,2024-04-14,CU0153,PR514,1,211.98,0.2,51.95,Furniture,Bookcases,160.03,264.97,Casey Wood,Consumer,South,2024-04,24.5070289649967,4
NM202404802759,2024-04-28,2024-04-28,CU0096,PR501,1,1040.06,0.0,326.65,Technology,Phones,713.41,1040.06,Riley Fox,Home Office,East,2024-04,31.40684191296656,0
NM202404374862,2024-04-30,2024-05-05,CU0175,PR510,2,388.22,0.2,54.6,Furniture,Chairs,166.81,242.64,Riley Fox,Consumer,Central,2024-04,14.0641904075009,5
NM202404955486,2024-04-11,2024-04-11,CU0128,PR518,6,365.31,0.1,161.31,Office Supplies,Paper,34.0,67.65,Jordan Shah,Home Office,East,2024-04,44.15701732774904,0
NM202404584688,2024-04-13,2024-04-19,CU0031,PR502,2,380.64,0.4,55.76,Technology,Phones,162.44,317.2,Jordan Dean,Consumer,South,2024-04,14.649012189995798,6
NM202404302414,2024-04-28,2024-04-30,CU0012,PR518,6,162.36,0.6,-41.639999999999986,Office Supplies,Paper,34.0,67.65,Jamie Hunt,Consumer,Central,2024-04,-25.64671101256466,2
NM202404719426,2024-04-20,2024-04-26,CU0015,PR505,1,174.82,0.1,62.3,Technology,Accessories,112.52,194.24,Sam Wood,Consumer,East,2024-04,35.63665484498341,6
NM202404658099,2024-04-19,2024-04-22,CU0195,PR504,7,3566.81,0.3,580.68,Technology,Accessories,426.59,727.92,Riley Bell,Corporate,South,2024-04,16.28009341680661,3
NM202404596622,2024-04-17,2024-04-20,CU0096,PR524,8,676.08,0.0,148.56,Office Supplies,Art,65.94,84.51,Riley Fox,Home Office,East,2024-04,21.973730919417818,3
NM202404399490,2024-04-13,2024-04-19,CU0008,PR508,3,688.35,0.0,333.63,Technology,Machines,118.24,229.45,Riley Dean,Consumer,South,2024-04,48.46807583351492,6
NM202404105213,2024-04-15,2024-04-21,CU0015,PR523,8,367.42,0.1,58.22,Office Supplies,Art,38.65,51.03,Sam Wood,Consumer,East,2024-04,15.84562625877742,6
NM202404561991,2024-04-03,2024-04-04,CU0192,PR514,1,264.97,0.0,104.94,Furniture,Bookcases,160.03,264.97,Jamie Fox,Home Office,Central,2024-04,39.60448352643695,1
NM202404136719,2024-04-22,2024-04-22,CU0223,PR510,5,849.24,0.3,15.19,Furniture,Chairs,166.81,242.64,Drew Dean,Consumer,Central,2024-04,1.7886580942960764,0
NM202404893508,2024-04-23,2024-04-28,CU0026,PR523,4,163.3,0.2,8.7,Office Supplies,Art,38.65,51.03,Casey Roy,Consumer,South,2024-04,5.327617881200244,5
NM202404861775,2024-04-14,2024-04-19,CU0228,PR507,7,239.06,0.2,100.11,Technology,Machines,19.85,42.69,Taylor Ray,Corporate,West,2024-04,41.876516355726594,5
NM202404897223,2024-04-15,2024-04-16,CU0090,PR514,8,2119.76,0.0,839.52,Furniture,Bookcases,160.03,264.97,Riley Bell,Consumer,South,2024-04,39.60448352643695,1
NM202404879535,2024-04-28,2024-04-29,CU0140,PR518,3,172.51,0.15,70.51,Office Supplies,Paper,34.0,67.65,Jamie Roy,Home Office,East,2024-04,40.87299286997856,1
NM202404986389,2024-04-22,2024-04-29,CU0043,PR503,5,774.45,0.0,284.0,Technology,Phones,98.09,154.89,Drew Ray,Corporate,South,2024-04,36.67118600296985,7
NM202404897886,2024-04-29,2024-04-29,CU0108,PR518,5,270.6,0.2,100.6,Office Supplies,Paper,34.0,67.65,Sam Dean,Consumer,East,2024-04,37.17664449371766,0
NM202404904049,2024-04-30,2024-04-30,CU0230,PR519,2,9.01,0.6,-5.37,Office Supplies,Paper,7.19,11.26,Riley Hunt,Consumer,Central,2024-04,-59.600443951165374,0
NM202404332958,2024-04-12,2024-04-17,CU0030,PR517,4,318.38,0.1,126.94,Office Supplies,Binders,47.86,88.44,Sam Lee,Corporate,West,2024-04,39.87059488661348,5
NM202404626217,2024-04-29,2024-04-29,CU0140,PR508,7,1365.23,0.15,537.55,Technology,Machines,118.24,229.45,Jamie Roy,Home Office,East,2024-04,39.37431788050365,0
NM202404956270,2024-04-26,2024-04-30,CU0153,PR516,8,77.12,0.0,38.08,Office Supplies,Binders,4.88,9.64,Casey Wood,Consumer,South,2024-04,49.377593360995846,4
NM202404410162,2024-04-06,2024-04-06,CU0228,PR508,5,917.8,0.2,326.6,Technology,Machines,118.24,229.45,Taylor Ray,Corporate,West,2024-04,35.58509479189366,0
NM202404318573,2024-04-04,2024-04-04,CU0234,PR503,6,929.34,0.0,340.8,Technology,Phones,98.09,154.89,Jamie Ray,Consumer,West,2024-04,36.671186002969854,0
NM202404733561,2024-04-10,2024-04-16,CU0030,PR523,1,40.82,0.2,2.17,Office Supplies,Art,38.65,51.03,Sam Lee,Corporate,West,2024-04,5.3160215580597745,6
NM202404902643,2024-04-05,2024-04-06,CU0232,PR509,4,1854.92,0.3,510.08,Technology,Machines,336.21,662.47,Casey Ray,Consumer,Central,2024-04,27.498760054341965,1
NM202404389176,2024-04-06,2024-04-06,CU0032,PR502,2,570.96,0.1,246.08,Technology,Phones,162.44,317.2,Jamie Cruz,Consumer,Central,2024-04,43.0993414599972,0
NM202404789402,2024-04-29,2024-05-02,CU0097,PR511,1,71.29,0.4,8.62,Furniture,Chairs,62.67,118.81,Alex Bell,Corporate,Central,2024-04,12.091457427409171,3
NM202404390138,2024-04-12,2024-04-15,CU0168,PR518,3,81.18,0.6,-20.82,Office Supplies,Paper,34.0,67.65,Sam Shah,Consumer,Central,2024-04,-25.646711012564673,3
NM202404980912,2024-04-21,2024-04-24,CU0101,PR505,4,621.57,0.2,171.49,Technology,Accessories,112.52,194.24,Taylor Wood,Corporate,South,2024-04,27.58981289315765,3
NM202404628422,2024-04-06,2024-04-12,CU0161,PR521,2,89.64,0.1,13.68,Office Supplies,Storage,37.98,49.8,Riley Hunt,Corporate,Central,2024-04,15.261044176706825,6
NM202404549893,2024-04-26,2024-04-26,CU0059,PR503,8,1239.12,0.0,454.4,Technology,Phones,98.09,154.89,Sam Wood,Consumer,South,2024-04,36.671186002969854,0
NM202404482863,2024-04-28,2024-04-30,CU0151,PR506,3,1961.4,0.0,976.56,Technology,Accessories,328.28,653.8,Jamie Dean,Home Office,Central,2024-04,49.788926277148974,2
NM202404981971,2024-04-22,2024-04-27,CU0074,PR502,2,634.4,0.0,309.52,Technology,Phones,162.44,317.2,Morgan Wood,Consumer,Central,2024-04,48.78940731399748,5
NM202404199329,2024-04-12,2024-04-16,CU0071,PR506,2,1307.6,0.0,651.04,Technology,Accessories,328.28,653.8,Riley Wood,Consumer,East,2024-04,49.788926277148974,4
NM202404657041,2024-04-01,2024-04-05,CU0128,PR516,8,61.7,0.2,22.66,Office Supplies,Binders,4.88,9.64,Jordan Shah,Home Office,East,2024-04,36.726094003241485,4
NM202404105159,2024-04-04,2024-04-11,CU0030,PR523,4,204.12,0.0,49.52,Office Supplies,Art,38.65,51.03,Sam Lee,Corporate,West,2024-04,24.260239075053892,7
NM202404632860,2024-04-09,2024-04-16,CU0141,PR511,5,237.62,0.6,-75.73,Furniture,Chairs,62.67,118.81,Jamie Fox,Corporate,South,2024-04,-31.870212945038297,7
NM202404519987,2024-04-06,2024-04-07,CU0089,PR521,2,84.66,0.15,8.7,Office Supplies,Storage,37.98,49.8,Drew Roy,Consumer,West,2024-04,10.276399716513112,1
NM202404941432,2024-04-09,2024-04-09,CU0168,PR523,6,260.25,0.15,28.35,Office Supplies,Art,38.65,51.03,Sam Shah,Consumer,Central,2024-04,10.893371757925072,0
NM202404209878,2024-04-25,2024-04-28,CU0188,PR516,8,77.12,0.0,38.08,Office Supplies,Binders,4.88,9.64,Quinn Lee,Home Office,South,2024-04,49.377593360995846,3
NM202404345325,2024-04-10,2024-04-16,CU0138,PR503,2,185.87,0.4,-10.31,Technology,Phones,98.09,154.89,Casey Dean,Home Office,South,2024-04,-5.546887609619627,6
NM202404494069,2024-04-21,2024-04-28,CU0049,PR517,4,141.5,0.6,-49.94,Office Supplies,Binders,47.86,88.44,Sam Bell,Corporate,Central,2024-04,-35.293286219081274,7
NM202404935999,2024-04-27,2024-04-29,CU0100,PR518,5,338.25,0.0,168.25,Office Supplies,Paper,34.0,67.65,Alex Hunt,Corporate,Central,2024-04,49.74131559497413,2
NM202404220077,2024-04-07,2024-04-13,CU0232,PR520,4,33.66,0.15,12.82,Office Supplies,Paper,5.21,9.9,Casey Ray,Consumer,Central,2024-04,38.086749851455735,6
NM202404222805,2024-04-02,2024-04-02,CU0038,PR501,7,7280.42,0.0,2286.55,Technology,Phones,713.41,1040.06,Casey Dean,Consumer,South,2024-04,31.40684191296656,0
NM202404531927,2024-04-21,2024-04-22,CU0150,PR502,4,1015.04,0.2,365.28,Technology,Phones,162.44,317.2,Riley Fox,Consumer,South,2024-04,35.986759142496844,1
NM202404973649,2024-04-27,2024-05-04,CU0177,PR501,7,7280.42,0.0,2286.55,Technology,Phones,713.41,1040.06,Taylor Lee,Corporate,West,2024-04,31.40684191296656,7
NM202404734941,2024-04-15,2024-04-18,CU0052,PR509,5,2981.12,0.1,1300.07,Technology,Machines,336.21,662.47,Sam Hunt,Home Office,East,2024-04,43.61011968656076,3
NM202404444668,2024-04-23,2024-04-23,CU0181,PR515,7,4006.17,0.0,1788.71,Furniture,Bookcases,316.78,572.31,Casey Dean,Home Office,East,2024-04,44.64887910398211,0
NM202404145981,2024-04-05,2024-04-11,CU0063,PR518,6,284.13,0.3,80.13,Office Supplies,Paper,34.0,67.65,Alex Lee,Consumer,Central,2024-04,28.201879421391617,6
NM202404151396,2024-04-25,2024-05-02,CU0063,PR524,8,676.08,0.0,148.56,Office Supplies,Art,65.94,84.51,Alex Lee,Consumer,Central,2024-04,21.973730919417818,7
NM202404113309,2024-04-13,2024-04-14,CU0216,PR510,3,727.92,0.0,227.49,Furniture,Chairs,166.81,242.64,Alex Shah,Corporate,South,2024-04,31.25206066600726,1
NM202404397991,2024-04-14,2024-04-19,CU0042,PR522,5,187.6,0.1,77.5,Office Supplies,Storage,22.02,41.69,Jamie Ray,Home Office,Central,2024-04,41.311300639658846,5
NM202404913357,2024-04-30,2024-05-02,CU0134,PR524,4,135.22,0.6,-128.54,Office Supplies,Art,65.94,84.51,Morgan Fox,Home Office,Central,2024-04,-95.05990238130454,2
NM202404141317,2024-04-05,2024-04-11,CU0088,PR501,3,2184.13,0.3,43.9,Technology,Phones,713.41,1040.06,Jordan Bell,Consumer,Central,2024-04,2.009953619976833,6
NM202404167575,2024-04-30,2024-05-01,CU0225,PR515,2,457.85,0.6,-175.71,Furniture,Bookcases,316.78,572.31,Sam Dean,Consumer,West,2024-04,-38.37719777219613,1
NM202404997969,2024-04-26,2024-05-01,CU0080,PR508,8,1835.6,0.0,889.68,Technology,Machines,118.24,229.45,Drew Bell,Corporate,South,2024-04,48.46807583351493,5
NM202404838240,2024-04-17,2024-04-20,CU0153,PR512,7,4878.65,0.0,1325.73,Furniture,Tables,507.56,696.95,Casey Wood,Consumer,South,2024-04,27.17411579022886,3
NM202404487843,2024-04-28,2024-04-30,CU0045,PR515,1,457.85,0.2,141.07,Furniture,Bookcases,316.78,572.31,Quinn Lee,Corporate,South,2024-04,30.811401113901933,2
NM202404501316,2024-04-04,2024-04-10,CU0119,PR523,2,102.06,0.0,24.76,Office Supplies,Art,38.65,51.03,Sam Fox,Consumer,West,2024-04,24.260239075053892,6
NM202404625614,2024-04-02,2024-04-04,CU0087,PR502,1,253.76,0.2,91.32,Technology,Phones,162.44,317.2,Sam Roy,Corporate,South,2024-04,35.986759142496844,2
NM202404537741,2024-04-28,2024-05-02,CU0033,PR523,2,102.06,0.0,24.760000000000005,Office Supplies,Art,38.65,51.03,Drew Cruz,Consumer,South,2024-04,24.260239075053892,4
NM202404663116,2024-04-13,2024-04-14,CU0193,PR522,6,250.14,0.0,118.02,Office Supplies,Storage,22.02,41.69,Sam Shah,Consumer,East,2024-04,47.18157831614296,1
NM202404368992,2024-04-07,2024-04-07,CU0043,PR508,7,642.46,0.6,-185.22,Technology,Machines,118.24,229.45,Drew Ray,Corporate,South,2024-04,-28.82981041621268,0
NM202404217350,2024-04-02,2024-04-09,CU0222,PR506,3,1961.4,0.0,976.56,Technology,Accessories,328.28,653.8,Drew Wood,Consumer,West,2024-04,49.788926277148974,7
NM202404963880,2024-04-18,2024-04-19,CU0061,PR519,3,27.02,0.2,5.45,Office Supplies,Paper,7.19,11.26,Jamie Cruz,Consumer,West,2024-04,20.170244263508515,1
NM202404730654,2024-04-24,2024-04-27,CU0211,PR511,5,504.94,0.15,191.59,Furniture,Chairs,62.67,118.81,Jamie Cruz,Consumer,Central,2024-04,37.943121955083775,3
NM202404846086,2024-04-16,2024-04-23,CU0230,PR511,2,142.57,0.4,17.23,Furniture,Chairs,62.67,118.81,Riley Hunt,Consumer,Central,2024-04,12.08529143578593,7
NM202404502129,2024-04-16,2024-04-19,CU0121,PR520,6,59.4,0.0,28.14,Office Supplies,Paper,5.21,9.9,Sam Dean,Consumer,West,2024-04,47.37373737373737,3
NM202404601948,2024-04-07,2024-04-12,CU0079,PR520,8,71.28,0.1,29.6,Office Supplies,Paper,5.21,9.9,Morgan Bell,Consumer,Central,2024-04,41.52637485970819,5
NM202404357324,2024-04-28,2024-04-30,CU0132,PR509,7,4637.29,0.0,2283.82,Technology,Machines,336.21,662.47,Sam Hunt,Corporate,Central,2024-04,49.24902259724969,2
NM202404909318,2024-04-02,2024-04-08,CU0183,PR518,7,284.13,0.4,46.13,Office Supplies,Paper,34.0,67.65,Riley Lee,Corporate,Central,2024-04,16.235525991623554,6
NM202404308062,2024-04-15,2024-04-21,CU0115,PR515,2,1144.62,0.0,511.06,Furniture,Bookcases,316.78,572.31,Taylor Cruz,Consumer,East,2024-04,44.64887910398211,6
NM202404244499,2024-04-29,2024-05-04,CU0225,PR509,6,3974.82,0.0,1957.56,Technology,Machines,336.21,662.47,Sam Dean,Consumer,West,2024-04,49.24902259724968,5
NM202404602827,2024-04-05,2024-04-07,CU0125,PR521,5,249.0,0.0,59.1,Office Supplies,Storage,37.98,49.8,Jamie Ray,Consumer,East,2024-04,23.734939759036145,2
NM202404428546,2024-04-27,2024-04-30,CU0169,PR522,3,100.06,0.2,34.0,Office Supplies,Storage,22.02,41.69,Morgan Ray,Home Office,South,2024-04,33.97961223266041,3
NM202404970213,2024-04-05,2024-04-08,CU0023,PR509,5,3312.35,0.0,1631.3,Technology,Machines,336.21,662.47,Taylor Hunt,Corporate,Central,2024-04,49.249022597249684,3
NM202404699766,2024-04-16,2024-04-21,CU0185,PR522,6,212.62,0.15,80.5,Office Supplies,Storage,22.02,41.69,Sam Shah,Consumer,East,2024-04,37.860972627222274,5
NM202404870465,2024-04-06,2024-04-10,CU0122,PR515,5,2575.39,0.1,991.5,Furniture,Bookcases,316.78,572.31,Casey Ray,Home Office,East,2024-04,38.49902344887571,4
NM202404744530,2024-04-08,2024-04-12,CU0187,PR519,5,39.41,0.3,3.46,Office Supplies,Paper,7.19,11.26,Taylor Bell,Home Office,East,2024-04,8.779497589444304,4
NM202404316482,2024-04-25,2024-04-26,CU0076,PR520,6,23.76,0.6,-7.5,Office Supplies,Paper,5.21,9.9,Jordan Lee,Corporate,Central,2024-04,-31.565656565656564,1
NM202404297457,2024-04-26,2024-05-01,CU0047,PR509,3,1788.67,0.1,780.04,Technology,Machines,336.21,662.47,Morgan Shah,Consumer,East,2024-04,43.61005663425897,5
